Run#,pull#0,Marble#,Color,#left,pull#1,Marble#,Color,#left,pull#2,Marble#,Color,#left,pull#3,Marble#,Color,#left,pull#4,Marble#,Color,#left,pull#5,Marble#,Color,#left,pull#6,Marble#,Color,#left,pull#7,Marble#,Color,#left,pull#8,Marble#,Color,#left,pull#9,Marble#,Color,#left,pull#10,Marble#,Color,#left,pull#11,Marble#,Color,#left,pull#12,Marble#,Color,#left,pull#13,Marble#,Color,#left,pull#14,Marble#,Color,#left,pull#15,Marble#,Color,#left,pull#16,Marble#,Color,#left,pull#17,Marble#,Color,#left,pull#18,Marble#,Color,#left,pull#19,Marble#,Color,#left,pull#20,Marble#,Color,#left,pull#21,Marble#,Color,#left,pull#22,Marble#,Color,#left,pull#23,Marble#,Color,#left,pull#24,Marble#,Color,#left,pull#25,Marble#,Color,#left,pull#26,Marble#,Color,#left,pull#27,Marble#,Color,#left,pull#28,Marble#,Color,#left,pull#29,Marble#,Color,#left,pull#30,Marble#,Color,#left,pull#31,Marble#,Color,#left,pull#32,Marble#,Color,#left,pull#33,Marble#,Color,#left,pull#34,Marble#,Color,#left,pull#35,Marble#,Color,#left,pull#36,Marble#,Color,#left,pull#37,Marble#,Color,#left,pull#38,Marble#,Color,#left,pull#39,Marble#,Color,#left,pull#40,Marble#,Color,#left,pull#41,Marble#,Color,#left,pull#42,Marble#,Color,#left,pull#43,Marble#,Color,#left,pull#44,Marble#,Color,#left,pull#45,Marble#,Color,#left,pull#46,Marble#,Color,#left,pull#47,Marble#,Color,#left,pull#48,Marble#,Color,#left,pull#49,Marble#,Color,#left,pull#50,Marble#,Color,#left,pull#51,Marble#,Color,#left,pull#52,Marble#,Color,#left,pull#53,Marble#,Color,#left,pull#54,Marble#,Color,#left,pull#55,Marble#,Color,#left,pull#56,Marble#,Color,#left,pull#57,Marble#,Color,#left,pull#58,Marble#,Color,#left,pull#59,Marble#,Color,#left,0,0,25,1,30,1,6,1,30,2,28,1,30,3,9,1,30,4,7,1,30,5,23,1,30,6,11,1,30,7,6,2,29,8,18,1,29,9,17,1,29,10,20,1,29,11,8,2,28,12,8,1,28,13,18,1,28,14,27,1,28,15,22,1,28,16,22,2,27,17,18,2,26,18,14,1,26,19,10,1,26,20,21,2,25,21,23,2,24,22,1,1,24,23,10,2,23,24,18,1,23,25,17,2,22,26,11,1,22,27,7,1,22,28,2,1,22,29,20,1,22,30,11,2,21,31,3,1,21,32,20,2,20,33,5,1,20,34,18,1,20,35,11,1,20,36,15,2,19,37,14,2,18,38,1,2,17,39,7,2,16,40,8,1,16,41,0,1,16,42,12,2,15,43,1,2,14,44,12,2,13,45,1,2,12,46,8,2,11,47,4,2,10,48,9,2,9,49,5,2,8,50,6,1,8,51,2,2,7,52,0,2,6,53,2,2,5,54,0,1,5,55,2,2,4,56,0,2,3,57,0,2,2,58,1,2,1,59,0,2,0,
1,0,28,1,30,1,2,1,30,2,21,1,30,3,8,1,30,4,20,1,30,5,16,1,30,6,22,1,30,7,16,2,29,8,28,1,29,9,8,2,28,10,24,1,28,11,24,2,27,12,1,1,27,13,18,2,26,14,10,1,26,15,19,2,25,16,14,1,25,17,16,1,25,18,23,2,24,19,4,1,24,20,11,1,24,21,10,2,23,22,15,2,22,23,11,1,22,24,4,2,21,25,14,1,21,26,6,1,21,27,1,2,20,28,16,1,20,29,19,2,19,30,18,1,19,31,0,1,19,32,9,2,18,33,12,2,17,34,2,1,17,35,16,2,16,36,14,2,15,37,14,1,15,38,5,2,14,39,13,2,13,40,2,2,12,41,8,2,11,42,8,1,11,43,1,2,10,44,1,1,10,45,5,2,9,46,2,1,9,47,4,1,9,48,6,2,8,49,3,1,8,50,4,2,7,51,6,1,7,52,6,2,6,53,1,2,5,54,0,2,4,55,2,1,4,56,3,2,3,57,1,2,2,58,0,2,1,59,0,2,0,
2,0,25,1,30,1,4,1,30,2,4,2,29,3,28,1,29,4,24,2,28,5,9,1,28,6,10,1,28,7,14,1,28,8,27,2,27,9,19,1,27,10,24,1,27,11,5,1,27,12,19,2,26,13,16,1,26,14,1,1,26,15,11,1,26,16,7,1,26,17,14,2,25,18,7,2,24,19,8,2,23,20,15,1,23,21,22,1,23,22,13,2,22,23,1,2,21,24,19,1,21,25,6,1,21,26,5,1,21,27,19,2,20,28,12,1,20,29,16,1,20,30,7,2,19,31,4,2,18,32,8,1,18,33,2,1,18,34,6,2,17,35,1,1,17,36,11,1,17,37,12,1,17,38,0,1,17,39,5,2,16,40,8,2,15,41,10,2,14,42,10,2,13,43,8,2,12,44,10,2,11,45,3,1,11,46,3,2,10,47,1,2,9,48,6,2,8,49,3,1,8,50,4,2,7,51,4,1,7,52,4,2,6,53,0,2,5,54,1,2,4,55,3,2,3,56,0,2,2,57,0,2,1,58,0,1,1,59,0,2,0,
3,0,23,1,30,1,17,1,30,2,4,1,30,3,5,1,30,4,15,1,30,5,1,1,30,6,23,2,29,7,13,1,29,8,11,1,29,9,15,2,28,10,3,1,28,11,8,1,28,12,19,1,28,13,2,1,28,14,22,1,28,15,27,1,28,16,6,1,28,17,5,2,27,18,17,1,27,19,11,1,27,20,16,1,27,21,21,2,26,22,5,2,25,23,0,1,25,24,14,2,24,25,20,1,24,26,16,2,23,27,6,2,22,28,2,2,21,29,2,2,20,30,5,1,20,31,9,1,20,32,9,2,19,33,10,2,18,34,15,1,18,35,4,1,18,36,12,1,18,37,0,2,17,38,4,2,16,39,2,1,16,40,10,2,15,41,2,2,14,42,3,2,13,43,6,2,12,44,1,2,11,45,1,2,10,46,5,1,10,47,1,2,9,48,1,2,8,49,5,2,7,50,5,1,7,51,3,2,6,52,0,2,5,53,4,2,4,54,0,1,4,55,0,2,3,56,2,2,2,57,1,2,1,58,0,1,1,59,0,2,0,
4,0,7,1,30,1,6,1,30,2,1,1,30,3,13,1,30,4,28,1,30,5,18,1,30,6,10,1,30,7,3,1,30,8,7,2,29,9,4,1,29,10,18,1,29,11,15,1,29,12,13,1,29,13,24,1,29,14,14,1,29,15,11,1,29,16,26,1,29,17,9,2,28,18,13,2,27,19,6,2,26,20,22,1,26,21,12,2,25,22,3,2,24,23,0,1,24,24,1,2,23,25,2,2,22,26,20,2,21,27,10,2,20,28,17,2,19,29,2,1,19,30,18,1,19,31,8,2,18,32,3,1,18,33,11,1,18,34,8,1,18,35,4,1,18,36,17,2,17,37,13,1,17,38,1,1,17,39,1,2,16,40,8,2,15,41,4,1,15,42,3,2,14,43,0,2,13,44,2,2,12,45,5,1,12,46,11,2,11,47,10,2,10,48,4,2,9,49,6,1,9,50,6,2,8,51,5,2,7,52,4,2,6,53,0,2,5,54,0,2,4,55,3,1,4,56,0,2,3,57,2,2,2,58,1,2,1,59,0,2,0,
5,0,12,1,30,1,22,1,30,2,9,1,30,3,21,1,30,4,19,1,30,5,17,1,30,6,22,2,29,7,6,1,29,8,26,1,29,9,3,1,29,10,22,1,29,11,20,1,29,12,9,2,28,13,13,1,28,14,9,1,28,15,7,1,28,16,11,2,27,17,22,1,27,18,13,1,27,19,20,2,26,20,12,2,25,21,9,2,24,22,10,1,24,23,21,2,23,24,0,1,23,25,18,1,23,26,8,1,23,27,15,2,22,28,5,1,22,29,11,2,21,30,0,2,20,31,2,2,19,32,5,2,18,33,3,2,17,34,2,1,17,35,6,2,16,36,9,2,15,37,11,2,14,38,6,1,14,39,9,2,13,40,5,1,13,41,6,2,12,42,9,1,12,43,9,2,11,44,8,2,10,45,5,2,9,46,2,2,8,47,1,1,8,48,0,1,8,49,2,2,7,50,1,2,6,51,3,1,6,52,1,2,5,53,2,2,4,54,2,1,4,55,3,1,4,56,1,2,3,57,0,2,2,58,1,2,1,59,0,2,0,
6,0,25,1,30,1,26,1,30,2,20,1,30,3,3,1,30,4,4,1,30,5,6,1,30,6,29,1,30,7,4,2,29,8,26,1,29,9,1,1,29,10,26,2,28,11,11,1,28,12,19,2,27,13,23,2,26,14,24,1,26,15,4,1,26,16,22,1,26,17,4,2,25,18,9,1,25,19,9,2,24,20,20,2,23,21,17,1,23,22,11,1,23,23,18,1,23,24,4,2,22,25,0,1,22,26,4,1,22,27,11,1,22,28,7,1,22,29,19,2,21,30,20,2,20,31,10,2,19,32,5,1,19,33,14,1,19,34,9,1,19,35,12,1,19,36,15,2,18,37,6,1,18,38,9,2,17,39,14,2,16,40,6,2,15,41,3,2,14,42,7,2,13,43,8,2,12,44,9,2,11,45,7,1,11,46,4,2,10,47,6,2,9,48,7,1,9,49,5,2,8,50,1,2,7,51,0,2,6,52,2,2,5,53,2,1,5,54,3,2,4,55,0,1,4,56,0,2,3,57,2,2,2,58,0,2,1,59,0,2,0,
7,0,14,1,30,1,0,1,30,2,25,1,30,3,20,1,30,4,14,2,29,5,9,1,29,6,18,1,29,7,25,1,29,8,17,1,29,9,7,1,29,10,5,1,29,11,28,1,29,12,11,1,29,13,28,2,28,14,18,2,27,15,4,1,27,16,25,1,27,17,1,1,27,18,23,2,26,19,7,2,25,20,8,2,24,21,10,1,24,22,13,1,24,23,5,2,23,24,19,1,23,25,11,1,23,26,21,2,22,27,16,1,22,28,6,1,22,29,4,2,21,30,7,2,20,31,3,1,20,32,15,1,20,33,14,2,19,34,18,1,19,35,16,2,18,36,6,1,18,37,5,2,17,38,4,1,17,39,7,1,17,40,10,1,17,41,0,2,16,42,6,2,15,43,12,1,15,44,10,2,14,45,11,2,13,46,2,2,12,47,8,2,11,48,9,2,10,49,0,2,9,50,5,2,8,51,3,2,7,52,2,2,6,53,4,2,5,54,1,2,4,55,1,2,3,56,0,1,3,57,2,2,2,58,0,2,1,59,0,2,0,
8,0,28,1,30,1,3,1,30,2,5,1,30,3,24,1,30,4,4,1,30,5,19,1,30,6,6,1,30,7,28,2,29,8,21,1,29,9,24,2,28,10,26,1,28,11,5,2,27,12,1,1,27,13,24,1,27,14,6,1,27,15,7,1,27,16,14,1,27,17,13,1,27,18,2,1,27,19,11,1,27,20,21,1,27,21,26,1,27,22,5,2,26,23,3,2,25,24,22,2,24,25,11,2,23,26,18,2,22,27,11,2,21,28,10,1,21,29,10,2,20,30,18,2,19,31,11,1,19,32,6,1,19,33,2,2,18,34,15,1,18,35,14,2,17,36,15,1,17,37,9,1,17,38,7,1,17,39,4,2,16,40,12,1,16,41,3,2,15,42,14,2,14,43,9,1,14,44,8,2,13,45,11,2,12,46,1,2,11,47,9,2,10,48,2,2,9,49,6,2,8,50,3,2,7,51,5,2,6,52,5,2,5,53,2,1,5,54,2,2,4,55,1,2,3,56,0,1,3,57,1,2,2,58,0,2,1,59,0,2,0,
9,0,12,1,30,1,6,1,30,2,10,1,30,3,24,1,30,4,9,1,30,5,26,1,30,6,10,2,29,7,6,2,28,8,2,1,28,9,18,1,28,10,2,2,27,11,14,1,27,12,5,1,27,13,19,1,27,14,3,1,27,15,21,2,26,16,4,1,26,17,0,1,26,18,15,1,26,19,15,2,25,20,4,2,24,21,22,1,24,22,13,2,23,23,10,1,23,24,4,2,22,25,13,2,21,26,19,2,20,27,12,1,20,28,2,1,20,29,3,2,19,30,2,2,18,31,1,1,18,32,0,2,17,33,9,2,16,34,13,2,15,35,8,1,15,36,2,2,14,37,7,2,13,38,10,1,13,39,12,1,13,40,5,2,12,41,8,1,12,42,0,2,11,43,4,1,11,44,2,2,10,45,8,1,10,46,2,1,10,47,2,2,9,48,2,2,8,49,3,2,7,50,0,1,7,51,2,1,7,52,1,1,7,53,6,2,6,54,0,2,5,55,0,2,4,56,3,2,3,57,0,2,2,58,0,2,1,59,0,2,0,
10,0,25,1,30,1,20,1,30,2,28,1,30,3,27,1,30,4,29,1,30,5,26,1,30,6,1,1,30,7,27,2,29,8,3,1,29,9,14,1,29,10,2,1,29,11,12,1,29,12,27,2,28,13,18,1,28,14,22,1,28,15,21,1,28,16,4,1,28,17,10,1,28,18,12,2,27,19,8,1,27,20,5,1,27,21,3,2,26,22,19,2,25,23,8,1,25,24,23,2,24,25,17,1,24,26,2,2,23,27,14,1,23,28,0,1,23,29,0,2,22,30,2,2,21,31,10,1,21,32,4,2,20,33,3,1,20,34,0,2,19,35,11,2,18,36,1,1,18,37,15,1,18,38,10,2,17,39,0,2,16,40,7,2,15,41,4,1,15,42,5,1,15,43,13,2,14,44,5,2,13,45,1,2,12,46,1,2,11,47,9,2,10,48,4,1,10,49,1,2,9,50,4,2,8,51,5,2,7,52,6,2,6,53,1,2,5,54,4,1,5,55,4,2,4,56,0,2,3,57,2,2,2,58,0,2,1,59,0,2,0,
